label,text
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,She's good. How are you. Where r u working now
ham,Yes.he have good crickiting mind
ham,Already one guy loving you:-.
ham,Alright. I'm out--have a good night!
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,Oh you got many responsibilities.
smishing,"Todays Vodafone numbers ending 3156 are selected to receive a Rs.2,00,000 award. If you have a match please call 7908807538 quoting claim code 9823 standard rates apply"
ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
smishing,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
smishing,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham,Ok..dats fine..
ham,Sindu got job in birla soft ..
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 8927307655"
smishing,"Congratulations, your cv was reviewed and you have been shortlisted. Please complete the job application by dialling 120 *22446#"
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,Networking technical support associate.
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?"
spam,Would you like to see my XXX pics ...they were nearly banned in the uk!
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Happy friendship day�
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets up in like 2 hits"
smishing,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Guessin you ain't gonna be here before 9?
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,U still going to the mall?
ham,Otherwise had part time job and tuition..
ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
smishing,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Am i that much bad to avoid like this?
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Why you keeping me away like this
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,Ok leave no need to ask
smishing,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,"Sorry battery died, yeah I'm here"
ham,But pls dont play in others life.
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life�."
smishing,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,Morning only i can ok.
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
smishing,"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM"
ham,Just come home. I don't want u to be miserable
ham,K I'll take care of it
ham,We will meet soon princess! Ttyl!
ham,"Great. I'm in church now, will holla when i get out"
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,No just send to you. Bec you in temple na.
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,Its just the effect of irritation. Just ignore it
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,I told your number to gautham..
ham,Jus finished avatar nigro
ham,I reach home safe n sound liao...
smishing,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,Also track down any lighters you can find
ham,"Haha get used to driving to usf man, I know a lot of stoners"
smishing,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids .
ham,I thank you so much for all you do with selflessness. I love you plenty.
spam,"Price revising soon!! Agni Property Recommends Spaze Privy The Address in Sec-93, Gurgaon@28 Lac onwards. 2/3/4 BHK Apts available.To Book Call 9212255555 Now!"
ham,Cos darren say ü considering mah so i ask ü...
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Do you work all this week ?
ham,I always chat with you. In fact i need money can you raise me?
smishing,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007  www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
smishing,500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your account
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham,K:)k.are you in college?
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,"K, I'll work something out"
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,I don't run away frm u... But it kills me that u don't care enough to stop me�
smishing,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,K:)k..its good:)when are you going?
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,I absolutely LOVE South Park! I only recently started watching the office.
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,If you are not coughing then its nothing
smishing,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
ham,Now got tv 2 watch meh? U no work today?
ham,LOL ... Have you made plans for new years?
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,I think chennai well settled?
smishing,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/rewa"
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
smishing,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Should I be stalking u?
ham,Did u see what I posted on your Facebook?
ham,Oh did you charge camera
ham,K.i did't see you.:)k:)where are you now?
ham,Total video converter free download type this in google search:)
ham,Ü ready then call me...
ham,"Didn't try, g and I decided not to head out"
ham,Nite...
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,Anything...
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,Watching tv now.
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
ham,i want to grasp your pretty booty :)
ham,I have no idea where you are
ham,Ok lor� vey good..
ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place"
ham,Mm so you asked me not to call radio
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,I am in hospital da. . I will return home in evening
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
smishing,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr"
ham,Yup i've finished c ü there...
ham,No screaming means shouting..
ham,Ok�say my regards..
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,Okay. I've seen it. So i should pick it on friday?
ham,Same. Wana plan a trip sometme then
ham,Nt joking seriously i told
smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.
ham,Great comedy..cant stop laughing da:)
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,So i asked how's anthony. Dad. And your bf
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Why i come in between you people
ham,Hey tmr maybe can meet you at yck
ham,K:)all the best:)congrats...
ham,I'm not. She lip synced with shangela.
ham,There bold 2  &lt;#&gt; . Is that yours
ham,Much better now thanks lol
spam,Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986907
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,lAMI..where are you dear..ITS TOO TOUGH
ham,"I want to show you the world, princess :) how about europe?"
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
ham,Why nothing. Ok anyway give me treat
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,"That's fine, I'll bitch at you about it later then"
ham,K...k:)why cant you come here and search job:)�.that sounds better...
ham,You will be in the place of that man�so be alert�
smishing,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
smishing,"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�http://goo.gle/xxxx"
ham,From 5 to 2 only my work timing.
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Anything lar then ü not going home 4 dinner?
ham,Ya very nice idea... . .be ready on thursday
ham,great loxahatchee xmas tree burning update: you can totally see stars here
ham,"The table's occupied, I'm waiting by the tree"
ham,"Sorry, I'll call later..I have some urgent work.."
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Ok... Ur typical reply...
ham,I've been searching for the right words to express my gratitude my  brother.  You have been wonderful and a blessing at all times.
ham,I accidentally brought em home in the box
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,Fighting  with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
ham,i see. When we finish we have loads of loans to pay
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,How come?
spam,PL: Battle Royale! Gilchrist Vs Warne today at 8PM. Click http://ipl.onmix.mobi/?src=504 for IPL on mobile. To stop MIX alerts click http://onmix.mobi/alert
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam,"Make your career recession proof with 1 year Executive Master program in Information Security,  Get qualified for 1,88,000* Jobs. SMS or Call MS @9717470558"
ham,"Alright if you're sure, let me know when you're leaving"
spam,"New Offer! Save upto 40\% electricity bill with Power Saver(GOVT. LAB TESTED), Rs. 1050/-(free home delivery) 3 Yr. Guarantee Call 9891943823,9891943780"
ham,55 that's all? Guess that's easy enough
ham,Ü still got lessons?  Ü in sch?
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Are u coming to the funeral home
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy."
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,What r u cooking me for dinner?
smishing,"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps."
ham,Hows the pain dear?y r u smiling?
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Are you up for the challenge? I know i am :)
ham,Ay wana meet on sat?ü wkg on sat?
ham,"As usual..iam fine, happy &amp; doing well..:) Howz u?"
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,Where can download clear movies. Dvd copies.
smishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Oops, I'll let you know when my roommate's done"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"Yeah why not, is the gang all ready"
ham,"You aren't coming home between class, right? I need to work out and shower!"
smishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6200992462
ham,Delhi and chennai still silent.
ham,X2  &lt;#&gt; . Are you going to get that
ham,Who's there say hi to our drugdealer
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,"G says you never answer your texts, confirm/deny"
ham,"Right on brah, see you later"
ham,I have lost 10 kilos as of today!
ham,Oh k. . I will come tomorrow
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,Anytime lor...
smishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Ok... Take ur time n enjoy ur dinner...
ham,Do you always celebrate NY's with your family ?
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,Juz go google n search 4 qet...
ham,Oh yeah! And my diet just flew out the window
ham,Ok which your another number
ham,But i'm surprised she still can guess right lor...
ham,Do you hide anythiing or keeping distance from me
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Hey mr whats the name of that bill brison book the one about language and words
ham,Yup ok� I am agreed..
smishing,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,Will you be here for food
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Update your face book status frequently :)
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,Dear where you will be when i reach there
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
smishing,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,"Sir, Waiting for your mail."
ham,Let me know when you've got the money so carlos can make the call
ham,Lol your always so convincing.
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,No da. I am happy that we sit together na
ham,U GOIN OUT 2NITE?
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
smishing,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,Cos daddy arranging time c wat time fetch ü mah...
ham,... Are you in the pub?
ham,I dont thnk its a wrong discussion...
ham,Gimme a few was  &lt;#&gt;  minutes ago
smishing,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
smishing,Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,How many licks does it take to get to the center of a tootsie pop?
ham,Ok lor. I'm in town now lei.
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
smishing,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 6299257179 now."
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,No dear. . Tanu going to talk in surya tv
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Are you really busy or trying to avoid me�
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,Haf u eaten? Wat time u wan me 2 come?
ham,"Carlos took a while (again), we leave in a minute"
ham,Dear good morning how you feeling dear
ham,R u meeting da ge at nite tmr?
smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now!"
ham,I am on the way to ur home
ham,I'm not coming home 4 dinner.
ham,How abt making some of the pics bigger?
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,"It's that time of the week again, ryan"
ham,I will vote for wherever my heart guides me
smishing,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7679046492
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it"
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,Yar lor... How u noe? U used dat route too?
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Hi Dev Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem.. Wating for your reply.
ham,Shall i start from hear.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201
ham,Kallis wont bat in 2nd innings.
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
ham,"It's ok, at least armand's still around"
ham,Thankyou so much for the call. I appreciate your care.
ham,What Today-sunday..sunday is holiday..so no work..
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Host-based IDPS for linux systems.
ham,Ok.
ham,"Sorry, I'll call later at night"
ham,Oh that was a forwarded message. I thought you send that to me
ham,"Miss ya, need ya, want ya, love ya."
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,S but mostly not like that.
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,Ugh it I'm resubbing to eve
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,You know what hook up means right?
ham,So dont use hook up any how
ham,Yep get with the program. You're slacking.
ham,Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,Ü bot notes oredi... Cos i juz rem i got...
ham,Ok lor ü reaching then message me.
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,She's fine. Sends her greetings
ham,My exam is for february 4. Wish you a great day.
ham,No da if you run that it activate the full version da.
ham,"Merry Christmas to you too babe, i love ya *kisses*"
smishing,URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Yes:)from last week itself i'm taking live call.
ham,I am going to try for 2 months ha ha only joking
ham,I am in your office na.
ham,Dunno dat's wat he told me. Ok lor...
ham,Ok. C u then.
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,I am waiting machan. Call me once you free.
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,"Hiya, probably coming home * weekend after next"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,But i dint slept in afternoon.
ham,I'm freezing and craving ice. Fml
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Hey what how about your project. Started aha da.
