text,label,is_augmented,source,augmentation_type
Where is it. Is there any opening for mca.,ham,False,mendeley_ham,original
"In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5",phishing,False,mendeley_original,original
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",ham,False,mendeley_ham,original
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,phishing,False,mendeley_original,original
"ALERT! Your 2023 Credit Union Statement shows you have 1,200 unused reward points. Call 0800-123-4567 with Code: 98765. Valid until 11/30/23.",phishing,True,gpt_augmented,rephrase
You've received a tax refund of $349.14! Act now to claim your funds. Click here for the process: http://bit.ly/Claim-Your-Refund,phishing,True,gpt_augmented,rephrase
ALERT! You've been selected for an exclusive reward of £800! Call 08001234567 now to claim your prize. Offer valid for 12 hours only. Don't miss out!,phishing,True,gpt_augmented,rephrase
(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,phishing,False,mendeley_original,original
"Your subscription is about to expire! To avoid interruption of service with StreamFlix, please verify your account now by clicking here: [link].",phishing,True,gpt_augmented,rewrite
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",phishing,False,mendeley_original,original
"Dear Valued Customer, your recent order of €42.84 has been successfully processed. If you did not make this purchase or suspect unauthorized access, please verify your account immediately at http://secure.order-confirmation.com.",phishing,True,gpt_augmented,enhance
Wow v v impressed. Have funs shopping!,ham,False,mendeley_ham,original
"Dear User, your recent request for a ringtone is pending. Please verify your account to complete the process: http://tms.widelive.com/index.wml?id=820554ad0a1705572711&first=true. Act now to avoid delays!",phishing,True,gpt_augmented,enhance
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,False,mendeley_ham,original
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8536074310 Now!",phishing,False,mendeley_original,original
"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",ham,False,mendeley_ham,original
Can you talk with me..,ham,False,mendeley_ham,original
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham,False,mendeley_ham,original
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham,False,mendeley_ham,original
"Hey! Someone you might know wants to connect with you. Check out her profile here: www.FriendLink.com/user/nat_8198. To opt-out, reply STOP to 78910.",phishing,True,gpt_augmented,rephrase
K da:)how many page you want?,ham,False,mendeley_ham,original
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6299257179 to claim",phishing,False,mendeley_original,original
PRIVATE! Your 2004 Account Statement for 07742676564 shows 786 unredeemed Bonus Points. To claim call 08719180249 Identifier Code: 45239 Expires,phishing,False,mendeley_original,original
"Congratulations! Your number has been selected for a £2500 cash prize! To claim, call us now at 08001234567. Hurry, offer ends soon!",phishing,True,gpt_augmented,rephrase
FreeMsg Why haven't you replied to my text? I'm female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end,phishing,False,mendeley_original,original
Yo im right by yo work,ham,False,mendeley_ham,original
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham,False,mendeley_ham,original
"Dear Valued Customer, 

You are invited to participate in the exclusive Prem Jewelrs Vijaynagar Lucky Draw! Join now for just Rs 300/month and stand a chance to win Rs 3600 in gold or silver each month. Call us at 9008097492 to secure your spot today!",phishing,True,gpt_augmented,enhance
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,ham,False,mendeley_ham,original
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, call 08718738034, EXP. 30Apr",phishing,False,mendeley_original,original
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham,False,mendeley_ham,original
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham,False,mendeley_ham,original
"ALERT! Your 2023 Account Summary shows you have 1,000 unused loyalty points. Contact 08001234567 to claim. Code: 56789 expires 05/11/23.",phishing,True,gpt_augmented,rephrase
Ü comin to fetch us oredi...,ham,False,mendeley_ham,original
URGENT NOTICE: Your Netflix account is at risk! Verify your payment info immediately to avoid suspension. Click here: netf1ix-support.com/verify.,phishing,True,gpt_augmented,rewrite
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake�",ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive offer: 750 anytime minutes, 150 texts, and a brand-new video phone for just £5 per week! Act fast—call 0800 288 8812 or reply now to secure your delivery tomorrow!",phishing,True,gpt_augmented,enhance
"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",phishing,False,mendeley_original,original
Hey i will be late... i'm at amk. Need to drink tea or coffee,ham,False,mendeley_ham,original
Will have two more cartons off u and is very pleased with shelves,ham,False,mendeley_ham,original
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,phishing,False,mendeley_original,original
IMPORTANT! You've been selected for an exclusive prize of £800! Call 08002900012 now to claim your reward. Offer ends in 12 hours!,phishing,True,gpt_augmented,rephrase
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,False,mendeley_ham,original
Whats the staff name who is taking class for us?,ham,False,mendeley_ham,original
"Ah, well that confuses things, doesn‘t it?",ham,False,mendeley_ham,original
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham,False,mendeley_ham,original
Goin to workout lor... Muz lose e fats...,ham,False,mendeley_ham,original
Congratulations! You've been selected for a Weekend Getaway and a £250 Shopping Voucher. Call us at 0800-123-4567 to claim now!,phishing,True,gpt_augmented,rephrase
A transaction of AUD 590.3 was made with your bank account on 08/02/17 11:17:37 if unauthorised follow this link http://gommbanklogin:netbank.com,phishing,False,mendeley_original,original
"We're all getting worried over here, derek and taylor have already assumed the worst",ham,False,mendeley_ham,original
Hi. I'm always online on yahoo and would like to chat with you someday,ham,False,mendeley_ham,original
"Congratulations! Your mobile number has been selected as the winner of €2,000. Please contact us at claims@euromegadraw.com within 24 hours to claim your prize.",phishing,True,gpt_augmented,enhance
"Todays Vodafone numbers ending 3156 are selected to receive a Rs.2,00,000 award. If you have a match please call 7908807538 quoting claim code 9823 standard rates apply",phishing,False,mendeley_original,original
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham,False,mendeley_ham,original
"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",phishing,False,mendeley_original,original
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? call 08000930705 NOW,phishing,False,mendeley_original,original
ALERT! Your Netflix account has been selected for a FREE 6-month premium upgrade. Click the link now to verify your identity and enjoy exclusive content!,phishing,True,gpt_augmented,rewrite
"Dear Valued Customer, you have been selected to receive a complimentary prize of £2000 or a chance at £6000! Please contact our Customer Service at FREEPHONE 0808 145 4743 today between 9am-11pm to claim your reward.",phishing,True,gpt_augmented,enhance
Armand says get your ass over to epsilon,ham,False,mendeley_ham,original
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham,False,mendeley_ham,original
Do you want 750 anytime any networt NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,phishing,False,mendeley_original,original
R u over scratching it?,ham,False,mendeley_ham,original
"Haha yeah I see that now, be there in a sec",ham,False,mendeley_ham,original
Important: Your Amazon account has been flagged for unusual activity. Verify your identity now: http://xyzsecure.me/AmazonVerify. Reply STOP to unsubscribe.,phishing,True,gpt_augmented,rewrite
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",phishing,False,mendeley_original,original
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham,False,mendeley_ham,original
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p",phishing,False,mendeley_original,original
"Congratulations! You've won a Samsung Galaxy smartphone! To claim, call 08001234567. Calls are charged at £1.50/min. Don’t miss out!",phishing,True,gpt_augmented,rephrase
"Todays Vodafone numbers ending 5263 are selected to receive a Rs.2,00,000 award. If you have a match please call 6200992462 quoting claim code 4267 standard rates apply",phishing,False,mendeley_original,original
Cos darren say ü considering mah so i ask ü...,ham,False,mendeley_ham,original
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000.",phishing,False,mendeley_original,original
If you have belive me. Come to my home.,ham,False,mendeley_ham,original
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham,False,mendeley_ham,original
"And very importantly, all we discuss is between u and i only.",ham,False,mendeley_ham,original
you'hv completed a transaction for AUD 788.93 on 06/02/17 03-27-31 pm. Please follow the link if it is not done by you http://commbank.netban,phishing,False,mendeley_original,original
"Oh k...i'm watching here:), I hv been attentive all times",ham,False,mendeley_ham,original
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",ham,False,mendeley_ham,original
BMO have noticed unusual activites on your online account. You are required to verify your account details.www.97bmo.tk,phishing,False,mendeley_original,original
My computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham,False,mendeley_ham,original
They finally came to fix the ceiling.,ham,False,mendeley_ham,original
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",phishing,False,mendeley_original,original
YOU ARE CHOSEN TO RECEIVE A £450 AWARD! Pls call claim number 09066364315 to collect your award which you are selected to receive as a valued mobile customer.,phishing,False,mendeley_original,original
I'm done. C ü there.,ham,False,mendeley_ham,original
"As a valued customer, I am pleased to advise you that following recent lucky draw of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538",phishing,False,mendeley_original,original
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham,False,mendeley_ham,original
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",phishing,False,mendeley_original,original
Jason says it's cool if we pick some up from his place in like an hour,ham,False,mendeley_ham,original
You will be in the place of that man�U hv to perform..,ham,False,mendeley_ham,original
Then why no one talking to me,ham,False,mendeley_ham,original
"My life Means a lot to me, Not because I love my life, But because I love the people in my life�.",ham,False,mendeley_ham,original
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,phishing,False,mendeley_original,original
"Dear Valued PAYTM Customer, your KYC verification has expired. Please contact our customer support at 6299257179 within the next 24 hours to avoid service interruption. Thank you, PAYTM Support Team.",phishing,True,gpt_augmented,enhance
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,False,mendeley_ham,original
"Haha yeah, 2 oz is kind of a shitload",ham,False,mendeley_ham,original
🚨 Limited Time Alert! Activate your FREE trial of FitnessPro membership! Text GO to 90567 today! Get fit with exclusive online workouts! T&Cs apply. £4.50/month. Unsub reply STOP.,phishing,True,gpt_augmented,rewrite
"Congratulations! As a loyal Netflix subscriber, you've qualified for an exclusive £1000 Gift Card. To claim, please visit: www.netflix-gift.com.",phishing,True,gpt_augmented,rewrite
I am in hospital da. . I will return home in evening,ham,False,mendeley_ham,original
Good morning princess! Have a great day!,ham,False,mendeley_ham,original
Congratulations! You've been selected for a festive £400 gift from BestMobile! Call us at 08001234567 to claim your prize now!,phishing,True,gpt_augmented,rephrase
Cps is causing the outages to conserve energy.,ham,False,mendeley_ham,original
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.8,00,000 prize GUARANTEED. Call 6200992462. Claim Code N32. Valid 12hrs only.",phishing,False,mendeley_original,original
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham,False,mendeley_ham,original
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm.",phishing,False,mendeley_original,original
Your account with 07XXXXXXXXX has accrued 900 bonus points! Claim them by calling 08001234567. Use code: ABCD1234. Offer expires 03/28/25!,phishing,True,gpt_augmented,rephrase
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,phishing,False,mendeley_original,original
How abt making some of the pics bigger?,ham,False,mendeley_ham,original
"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",phishing,False,mendeley_original,original
So wat's da decision?,ham,False,mendeley_ham,original
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham,False,mendeley_ham,original
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham,False,mendeley_ham,original
Congratulations! You've been chosen to receive a £1000 gift card or an all-inclusive vacation package! Call our team at 08001234567 to redeem your prize now!,phishing,True,gpt_augmented,rephrase
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",phishing,False,mendeley_original,original
I dont have that much image in class.,ham,False,mendeley_ham,original
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive £2,000 prize! Hurry, call 08001234567 NOW before the offer expires. Standard rates apply. Age 18+. T&Cs online.",phishing,True,gpt_augmented,rephrase
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",ham,False,mendeley_ham,original
Congratulations! You have been specially selected to receive a £1000 cash prize or an exclusive luxury holiday package. Act now to claim your reward by calling 0800 123 4567 (standard rates apply). Don't miss out!,phishing,True,gpt_augmented,enhance
You have a pending tax refund of £578.44 for the tax year 2015/16. Please complete the secure form to expedite your refund: http://hmrc.taxrebate.co.uk.,phishing,True,gpt_augmented,enhance
"Congratulations! You've been selected for an exclusive offer: Get a brand new smartwatch with 12 months of free fitness coaching! Act fast, reply NOW or call 08003678945!",phishing,True,gpt_augmented,rewrite
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,phishing,False,mendeley_original,original
Xy trying smth now. U eat already? We havent...,ham,False,mendeley_ham,original
Congrats! You've earned a $100 gift card from Amazon! Claim it now by replying YES-123 or opt-out with NO-123. Visit: www.AmazonRewards2024.com,phishing,True,gpt_augmented,rewrite
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,phishing,False,mendeley_original,original
Alright i have a new goal now,ham,False,mendeley_ham,original
"Your subscription to OnlineMusicPro has been renewed for $9.99. If this wasn't you, confirm your identity at http://secure-verify.online.com/myaccount.",phishing,True,gpt_augmented,rewrite
I dont thnk its a wrong calling between us..hope u understand,ham,False,mendeley_ham,original
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,False,mendeley_ham,original
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,False,mendeley_ham,original
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham,False,mendeley_ham,original
Bugis oso near wat...,ham,False,mendeley_ham,original
Congratulations! You’ve been selected for an exclusive offer: a new video phone with 600 anytime minutes and 400 inclusive video calls. Limited stock available—act fast! Call 0800 288 8812 or reply NOW to claim your deal!,phishing,True,gpt_augmented,enhance
"Haha awesome, omw back now then",ham,False,mendeley_ham,original
Important Alert: Your online account has been temporarily suspended due to suspicious activity. Please verify your identity immediately by calling support at 557-123-4567.,phishing,True,gpt_augmented,rewrite
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6200992462 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,phishing,False,mendeley_original,original
Also remember to get dobby's bowl from your car,ham,False,mendeley_ham,original
URGENT: Your Netflix account will be suspended unless you verify your payment info. Call us at 800-123-4567 to avoid interruptions.,phishing,True,gpt_augmented,rewrite
"Cool, text me when you're ready",ham,False,mendeley_ham,original
You have been randomly selected for a BestBuy gift. Get your $1000 gift card at www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,phishing,False,mendeley_original,original
Already one guy loving you:-.,ham,False,mendeley_ham,original
"Congratulations! You’ve been selected for an exclusive offer: a new video phone with 600 anytime minutes and 400 inclusive video calls. Enjoy 5 downloads per week, free delivery tomorrow! Call 0800 288 8812 or reply NOW to claim your device.",phishing,True,gpt_augmented,enhance
"Dear Valued Voucher Holder, you have been selected for an exclusive 2-for-1 dining experience! Claim your meal before it expires. Visit: http://www.vouch4me.com/etlp/dining.asp",phishing,True,gpt_augmented,enhance
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,phishing,False,mendeley_original,original
Please call our customer service representative on FREEPHONE 0808 145 4744 between 9am-11pm as you have WON a guaranteed £3000 cash or £7000 prize!,phishing,False,mendeley_original,original
"Congratulations! You’ve been chosen by our exclusive network to win a £1,000 cash prize! Call us now at 08001234567 and use code WIN2023 to claim your reward.",phishing,True,gpt_augmented,rephrase
Congratulations! You've been selected for an exclusive investment opportunity with BANKMAX. Call 9876543210 now to secure your future with a guaranteed return!,phishing,True,gpt_augmented,rewrite
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham,False,mendeley_ham,original
"Important: Please call 09066350760 from your landline immediately. You have been selected for a complimentary 4* Ibiza Holiday or £20,000 cash! Terms apply, reply for details.",phishing,True,gpt_augmented,enhance
URGENT: Your package delivery has been delayed! Confirm your info by calling 0800-123-4567 and avoid further charges. Ref: DEL2024,phishing,True,gpt_augmented,rewrite
"Congratulations! You've won a $1000 gift card from Target. Claim your prize now at www.target.com.winner-claim.net/?ref=xyz1234. Hurry, limited time only!",phishing,True,gpt_augmented,rephrase
Am not interested to do like that.,ham,False,mendeley_ham,original
But am going to college pa. What to do. are else ill come there it self. Pa.,ham,False,mendeley_ham,original
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",phishing,False,mendeley_original,original
"Congratulations! You've been selected for a chance to win $3,000 cash or a $7,000 gift! To claim your prize, call 08001234567 now!",phishing,True,gpt_augmented,rephrase
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £550 prize. To collect Just call 09061743389,phishing,False,mendeley_original,original
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,phishing,False,mendeley_original,original
I'll probably be by tomorrow (or even later tonight if something's going on),ham,False,mendeley_ham,original
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,phishing,False,mendeley_original,original
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham,False,mendeley_ham,original
Congratulations! Your Vodafone number ending in 7548 has been selected for a $350 reward. Please call us immediately at 0871 230 0220 and provide your claim code: 4041. Standard rates apply. Don't miss out!,phishing,True,gpt_augmented,enhance
"This week's exclusive SavaMob member offers are now available. Call 0870 950 1522 urgently to unlock your benefits! SavaMob, PO Box 139, LA3 2WU. Just £1.50/week.",phishing,True,gpt_augmented,enhance
Congrats! Nokia 3650 video camera phone is your Call 09066382423 Calls cost 150ppm Ave call 3mins vary from mobiles,phishing,False,mendeley_original,original
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,phishing,False,mendeley_original,original
"Congratulations! You've been chosen for a $500 gift card from Amazon! To claim, reply with your details to secureyourgift@amazon.com or call +441632960960.",phishing,True,gpt_augmented,rewrite
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd",phishing,False,mendeley_original,original
"Alert: Your Netflix subscription has an issue! You have 5 pending rewards points. To resolve, please click here: netflix-rewards.com/urgent",phishing,True,gpt_augmented,rewrite
Your account shows suspicious activity. Please verify your identity immediately at https://secure.bankingsite.com/verify?user=12345 to prevent service disruption.,phishing,True,gpt_augmented,rephrase
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,phishing,False,mendeley_original,original
Call me when u're done...,ham,False,mendeley_ham,original
"Congratulations! Your Netflix account has been selected for a special cashback of $200. To claim, confirm your details at 12345-netflixoffer.com.",phishing,True,gpt_augmented,rewrite
"Sorry, u need to wait",ham,False,mendeley_ham,original
ALERT! Your PayPal account has been flagged for unusual activity. Verify your identity now to avoid suspension. Click: bit.ly/verify12345,phishing,True,gpt_augmented,rewrite
You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,phishing,False,mendeley_original,original
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,phishing,False,mendeley_original,original
Urgent: Your Amazon account has been flagged for a refund of $75.99 due to a billing error. Confirm your details here: http://198.51.100.23,phishing,True,gpt_augmented,rewrite
Learn a new word today: 'lament' means to express sorrow loudly! 🚨 Get unlimited FREE calls to any number! Sign up now: http://bit.ly/freecalloffer Share this with friends!,phishing,True,gpt_augmented,rephrase
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",phishing,False,mendeley_original,original
Urgent: Your Netflix account is on hold due to a billing issue. Please verify your payment info at netflix.com/verify to avoid interruption.,phishing,True,gpt_augmented,rewrite
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham,False,mendeley_ham,original
"Congratulations! Your mobile number ending in 6789 has been picked for a chance to win a $250,000 prize from AT&T. Call 800-555-0199 with code 5678 to claim.",phishing,True,gpt_augmented,rephrase
"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",ham,False,mendeley_ham,original
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham,False,mendeley_ham,original
Your account has been locked due to suspicious activity! Call 03301234567 immediately to restore access. Don't lose your data!,phishing,True,gpt_augmented,rewrite
"Congratulations! You have been selected for a guaranteed cash award of £200, with a chance to win £1000! Call our claims department at 0800 040 7165 now to claim your prize. Respond soon, as this offer is time-sensitive. (18+)",phishing,True,gpt_augmented,enhance
Dude sux for snake. He got old and raiden got buff,ham,False,mendeley_ham,original
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham,False,mendeley_ham,original
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",ham,False,mendeley_ham,original
"It's that time of the week again, ryan",ham,False,mendeley_ham,original
"Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms http://ww.Nationwide.co.uk/",phishing,False,mendeley_original,original
"Congratulations! You've been selected for an exclusive chance to receive a £500 voucher for shopping at Amazon. To claim, simply reply with your email!",phishing,True,gpt_augmented,rewrite
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,phishing,False,mendeley_original,original
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,phishing,False,mendeley_original,original
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham,False,mendeley_ham,original
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,ham,False,mendeley_ham,original
"Congratulations! You’ve been selected to receive a FREE high-quality digital camera. Reply with ""SNAP"" before time runs out! For assistance, contact us at 08704050406.",phishing,True,gpt_augmented,enhance
Heehee that was so funny tho,ham,False,mendeley_ham,original
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",phishing,False,mendeley_original,original
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766,phishing,False,mendeley_original,original
Urgent: You've earned a special reward! Claim your prize now at http://playzone.gifts/verify?token=123abc456def&offer=true. Don't miss out!,phishing,True,gpt_augmented,rephrase
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,phishing,False,mendeley_original,original
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101359 NOW! Only 10p per min. BT-national-rate",phishing,False,mendeley_original,original
"Please call our customer service representative on 8536074310 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000. FL1PKART TEAM",phishing,False,mendeley_original,original
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",phishing,False,mendeley_original,original
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham,False,mendeley_ham,original
I surely dont forgot to come:)i will always be in touch in with you:-),ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive chance to receive a $3,000 shopping gift card! To claim, visit www.shopnow.com/redeem or call 1-800-555-0199.",phishing,True,gpt_augmented,rewrite
"Congrats, Your Product Order at Paytm Mall Pvt. Ltd. Is accepted. Message  Your Name Company and account number to PH 7679046492",phishing,False,mendeley_original,original
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",ham,False,mendeley_ham,original
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham,False,mendeley_ham,original
Congratulations! You've won a complimentary subscription to Netflix for a year. Claim your prize now at www.netflix-giftclaim.com/id-45ztrnyh8.,phishing,True,gpt_augmented,rewrite
"Dear Customer, explore your English vocabulary! Enjoy unlimited FREE calls to any mobile today! Act fast, this offer expires soon: http://bit.ly/unlmtdfreecall. Share with friends!",phishing,True,gpt_augmented,enhance
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,phishing,False,mendeley_original,original
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",ham,False,mendeley_ham,original
